,split,patch_id,v1-labels,v2-labels
367,train,S2B_MSIL2A_20170808T094029_87_12,Other,Other
368,train,S2B_MSIL2A_20171206T094349_65_88,Other,Other
369,train,S2B_MSIL2A_20170927T094019_86_66,Other,Other
370,train,S2A_MSIL2A_20170803T094031_71_10,Other,Other
371,train,S2A_MSIL2A_20171121T112351_87_76,Other,Other
372,train,S2B_MSIL2A_20170808T094029_44_80,Other,Other
373,train,S2A_MSIL2A_20171104T095201_8_60,Mixed,Mixed
374,train,S2B_MSIL2A_20180525T094029_38_81,Other,Other
375,train,S2A_MSIL2A_20170613T101032_86_87,Other,Other
376,train,S2B_MSIL2A_20180515T112110_22_78,Other,Other
377,train,S2A_MSIL2A_20180318T093031_3_33,Other,Other
378,train,S2B_MSIL2A_20171112T114339_23_11,Other,Other
379,train,S2B_MSIL2A_20180224T112109_42_84,Other,Other
380,train,S2B_MSIL2A_20180224T112109_4_30,Other,Other
381,train,S2A_MSIL2A_20171104T095201_6_0,Other,Other
382,train,S2B_MSIL2A_20180421T100030_8_61,Other,Other
383,train,S2A_MSIL2A_20170613T101031_39_89,Mixed,Mixed
384,train,S2A_MSIL2A_20170905T095031_5_23,Other,Other
385,train,S2B_MSIL2A_20171219T095409_80_72,Mixed,Mixed
386,train,S2B_MSIL2A_20180225T105019_86_12,Mixed,Mixed
387,train,S2B_MSIL2A_20180421T100030_72_83,Other,Other
388,train,S2B_MSIL2A_20180421T114349_10_43,Other,Other
389,train,S2B_MSIL2A_20170914T93030_7_6,Mixed,Mixed
390,train,S2B_MSIL2A_20180225T105019_89_33,Other,Other
391,train,S2B_MSIL2A_20170924T093019_36_82,Other,Other
392,train,S2B_MSIL2A_20170914T93030_11_7,Mixed,Mixed
393,train,S2B_MSIL2A_20170927T94020_50_80,Other,Other
394,train,S2A_MSIL2A_20180430T094031_78_59,Other,Other
395,train,S2B_MSIL2A_20171112T114339_34_4,Other,Other
396,train,S2B_MSIL2A_20170930T095019_6_4,Mixed,Mixed
397,train,S2B_MSIL2A_20170831T095029_8_26,Mixed,Mixed
398,train,S2B_MSIL2A_20170709T094029_4_81,Other,Other
399,train,S2B_MSIL2A_20180521T100029_78_29,Other,Other
400,train,S2A_MSIL2A_20180430T094031_64_0,Other,Other
401,train,S2A_MSIL2A_20180508T104032_2_74,Mixed,Mixed
402,train,S2B_MSIL2A_20180421T100029_50_90,Other,Other
403,train,S2B_MSIL2A_20180515T112110_48_86,Other,Other
404,train,S2A_MSIL2A_20170813T112121_89_34,Other,Other
405,train,S2B_MSIL2A_20180515T112110_63_86,Other,Other
406,train,S2A_MSIL2A_20180430T094031_53_82,Mixed,Mixed
407,train,S2B_MSIL2A_20170914T93030_10_59,Mixed,Mixed
408,train,S2A_MSIL2A_20171221T112501_90_38,Other,Other
409,train,S2B_MSIL2A_20170927T094019_2_2,Other,Other
410,train,S2B_MSIL2A_20170927T094019_48_2,Other,Other
411,train,S2B_MSIL2A_20170927T94020_7_51,Mixed,Mixed
412,train,S2B_MSIL2A_20170927T094019_44_4,Other,Other
413,train,S2A_MSIL2A_20180510T094031_25_86,Mixed,Mixed
414,train,S2B_MSIL2A_20180521T100029_86_66,Other,Other
415,train,S2A_MSIL2A_20180430T094031_90_54,Other,Other
416,train,S2B_MSIL2A_20170914T093029_10_52,Other,Other
417,train,S2A_MSIL2A_20170613T101032_78_77,Other,Other
418,train,S2B_MSIL2A_20170927T094019_2_32,Mixed,Mixed
419,train,S2A_MSIL2A_20180526T100031_23_4,Mixed,Mixed
420,train,S2A_MSIL2A_20180413T095031_9_1,Mixed,Mixed
421,train,S2A_MSIL2A_20170803T094031_55_87,Other,Other
